rank,url,slug,locale,category,clicks,impressions,ctr,position,post_id,title,has_placeholder,date,featured_image
409,https://www.afriquesports.net/article-du-jour/cristiano-ronaldo-inconsolable-apres-la-mort-de-cette-legende-portugaise,cristiano-ronaldo-inconsolable-apres-la-mort-de-cette-legende-portugaise,fr,article-du-jour,43,195,22.05,27.4,841709,Cristiano Ronaldo inconsolable après la mort de cette légende portugaise,true,2025-12-27,
410,https://www.afriquesports.net/autres/quelle-est-la-fortune-de-francis-ngannou,quelle-est-la-fortune-de-francis-ngannou,fr,autres,43,9166,0.47,13.2,721042,Quelle est la fortune de Francis Ngannou (37 ans) ?,true,2026-01-02,
411,https://www.afriquesports.net/can-2025/can-2025-walid-regragui-balance-tout-apres-la-victoire-du-maroc,can-2025-walid-regragui-balance-tout-apres-la-victoire-du-maroc,fr,can-2025,43,2618,1.64,3.8,870749,CAN 2025 : Walid Regragui balance tout après la victoire du Maroc,true,2026-01-02,
412,https://www.afriquesports.net/europe/real-madrid-majorque-fuite-de-la-composition-trois-stars-ecartees-par-xabi-alonso,real-madrid-majorque-fuite-de-la-composition-trois-stars-ecartees-par-xabi-alonso,fr,europe,43,3610,1.19,25.6,857395,"Real Madrid – Majorque : fuite de la composition, trois stars écartées par Xabi Alonso",true,2026-01-01,
413,https://www.afriquesports.net/football/can-2025-la-rdc-touchee-par-un-coup-dur-avant-daffronter-le-botswana,can-2025-la-rdc-touchee-par-un-coup-dur-avant-daffronter-le-botswana,fr,football,43,6024,0.71,4.4,872035,CAN 2025 : la RDC touchée par un coup dur avant d’affronter le Botswana,true,2026-01-02,
415,https://www.afriquesports.net/football/messi-2e-zidane-4e-les-10-joueurs-avec-le-plus-de-points-ballon-dor-dans-lhistoire-ont-ete-reveles,messi-2e-zidane-4e-les-10-joueurs-avec-le-plus-de-points-ballon-dor-dans-lhistoire-ont-ete-reveles,fr,football,43,1720,2.50,24.0,301810,"Messi 2é, Zidane 4é&#8230; les 10 joueurs avec le plus de points Ballon d’Or dans l’histoire ont été révélés",true,2025-12-28,
416,https://www.afriquesports.net/football/zidane-choisit-lalgerie-choc-ou-surprise-du,zidane-choisit-lalgerie-choc-ou-surprise-du,fr,football,43,868,4.95,42.0,858003,Zidane choisit l’Algérie : choc ou surprise du&#8230;,true,2026-01-02,
417,https://www.afriquesports.net/vie-apres-carriere/que-devient-lancien-crack-ibrahima-afellay-lespoir-dechu-du-fc-barcelone,que-devient-lancien-crack-ibrahima-afellay-lespoir-dechu-du-fc-barcelone,fr,vie-apres-carriere,43,812,5.30,19.3,516860,"Que devient l&rsquo;ancien crack Ibrahima Afellay, l&rsquo;espoir déchu du FC Barcelone ?",true,2025-12-31,
419,https://www.afriquesports.net/afrique/cote-divoire-nicolas-pepe-ecarte-une-menace-de-mort-surgit,cote-divoire-nicolas-pepe-ecarte-une-menace-de-mort-surgit,fr,afrique,42,2148,1.96,5.3,869779,"Côte d’Ivoire : Nicolas Pépé écarté, une menace de mort surgit !",true,2026-01-02,
422,https://www.afriquesports.net/ballon-dor/ballon-dor-dembele-sembrouille-une-scene-qui-echappe-aux-cameras,ballon-dor-dembele-sembrouille-une-scene-qui-echappe-aux-cameras,fr,ballon-dor,42,652,6.44,8.9,860750,"Ballon d’Or : Dembélé s’embrouille, une scène qui échappe aux caméras",true,2025-12-29,
423,https://www.afriquesports.net/ballon-dor/ballon-dor-le-verdict-tombe-resultat-surprise-pour-dembele-et-mbappe,ballon-dor-le-verdict-tombe-resultat-surprise-pour-dembele-et-mbappe,fr,ballon-dor,42,4727,0.89,11.2,860471,"Ballon d’Or : le verdict tombe, résultat surprise pour Dembélé et Mbappé !",true,2026-01-02,
424,https://www.afriquesports.net/can-2025/can-2025-claude-le-roy-tacle-severement-le-maroc,can-2025-claude-le-roy-tacle-severement-le-maroc,fr,can-2025,42,3076,1.37,3.9,871634,CAN 2025 : Claude Le Roy tacle sévèrement le Maroc,true,2026-01-02,
425,https://www.afriquesports.net/can-2025/video-virale-habib-diarra-tourne-un-dessin-anime-pour-la-can,video-virale-habib-diarra-tourne-un-dessin-anime-pour-la-can,fr,can-2025,42,1297,3.24,4.2,871445,Vidéo virale : Habib Diarra tourne un dessin animé pour la CAN,true,2026-01-02,
428,https://www.afriquesports.net/football/dadjame-au-barca-passant-par-milan-portrait-de-franck-kessie-le-mieux-paye-des-joueurs-ivoiriens-dans-lhistoire,dadjame-au-barca-passant-par-milan-portrait-de-franck-kessie-le-mieux-paye-des-joueurs-ivoiriens-dans-lhistoire,fr,football,42,3074,1.37,18.9,674242,"D&rsquo;Adjamé au Barça passant par Milan, portrait de Franck Kessié, le mieux payé des joueurs ivoiriens dans l&rsquo;histoire",true,2025-12-29,
429,https://www.afriquesports.net/vie-apres-carriere/ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,fr,vie-apres-carriere,42,811,5.18,9.2,220877,Ce jour où Adebayor a tout déballé sur sa famille,true,2025-12-28,
431,https://www.afriquesports.net/afrique/coupe-du-monde-la-caf-secoue-le-continent-avec-une-annonce-choc,coupe-du-monde-la-caf-secoue-le-continent-avec-une-annonce-choc,fr,afrique,41,1177,3.48,7.7,863143,Coupe du Monde 2026 : la CAF secoue le continent avec une annonce choc !,true,2025-12-30,
435,https://www.afriquesports.net/ballon-dor/urgence-une-fuite-interne-designe-le-laureat-du-ballon-dor-2025,urgence-une-fuite-interne-designe-le-laureat-du-ballon-dor-2025,fr,ballon-dor,41,661,6.20,9.7,860570,URGENCE : une fuite interne désigne le lauréat du Ballon d’Or 2025 !,true,2025-12-30,
436,https://www.afriquesports.net/can-2025/can-2025-la-decision-choc-de-samuel-etoo-envers-les-lions-indomptables-fait-debat,can-2025-la-decision-choc-de-samuel-etoo-envers-les-lions-indomptables-fait-debat,fr,can-2025,41,1554,2.64,3.9,870549,CAN 2025 : la décision choc de Samuel Eto’o envers les Lions Indomptables fait débat !,true,2026-01-02,
437,https://www.afriquesports.net/can-2025/en-direct-benin-senegal-botswana-rd-congo,en-direct-benin-senegal-botswana-rd-congo,fr,can-2025,41,14986,0.27,5.1,872072,EN DIRECT : BÉNIN &#8211; SÉNÉGAL + BOTSWANA &#8211; RD CONGO,true,2026-01-02,
439,https://www.afriquesports.net/europe/la-femme-de-diogo-jota-identifie-le-corps-des-images-insoutenables-a-la-morgue-video,la-femme-de-diogo-jota-identifie-le-corps-des-images-insoutenables-a-la-morgue-video,fr,europe,41,1851,2.22,10.2,852455,La femme de Diogo Jota identifie le corps : des images insoutenables à la morgue (vidéo),true,2025-12-30,
441,https://www.afriquesports.net/europe/rodrygo-la-decision-qui-change-tout-au-real-madrid,rodrygo-la-decision-qui-change-tout-au-real-madrid,fr,europe,41,1253,3.27,14.1,857468,Rodrygo : la décision qui change tout au Real Madrid,true,2026-01-02,
442,https://www.afriquesports.net/football/cest-fait-le-real-madrid-se-projette-enfin-sur-la-pepite-tant-attendue-par-xabi-alonso,cest-fait-le-real-madrid-se-projette-enfin-sur-la-pepite-tant-attendue-par-xabi-alonso,fr,football,41,1835,2.23,11.4,863555,C’est fait ! Le Real Madrid se projette enfin sur la pépite tant attendue par Xabi Alonso !,true,2025-12-28,
444,https://www.afriquesports.net/football/hansi-flick-tranche-et-prend-une-decision-radicale-avec-le-fc-barcelone,hansi-flick-tranche-et-prend-une-decision-radicale-avec-le-fc-barcelone,fr,football,41,7762,0.53,4.9,863859,Hansi Flick tranche et prend une décision radicale avec le FC Barcelone,true,2026-01-01,
448,https://www.afriquesports.net/afrique/can-2025-changement-inattendu-sur-la-publication-de-la-liste-des-lions,can-2025-changement-inattendu-sur-la-publication-de-la-liste-des-lions,fr,afrique,40,463,8.64,7.8,868945,CAN 2025 : changement inattendu sur la publication de la liste des Lions !,true,2025-12-31,
449,https://www.afriquesports.net/afrique/can-2025-la-caf-a-tranche-la-guinee-est-officiellement,can-2025-la-caf-a-tranche-la-guinee-est-officiellement,fr,afrique,40,1450,2.76,9.7,861017,"CAN 2025 : la CAF a tranché, la Guinée est officiellement&#8230;",true,2025-12-27,
450,https://www.afriquesports.net/ballon-dor/ballon-dor-a-quelques-heures-de-la-ceremonie-un-scandale-est-revele,ballon-dor-a-quelques-heures-de-la-ceremonie-un-scandale-est-revele,fr,ballon-dor,40,582,6.87,9.7,860438,"Ballon d’Or : À quelques heures de la cérémonie, un scandale est révélé",true,2025-12-30,
451,https://www.afriquesports.net/europe/coup-de-tonnerre-un-cadre-a-decide-de-quitter-le-real-madrid,coup-de-tonnerre-un-cadre-a-decide-de-quitter-le-real-madrid,fr,europe,40,1620,2.47,4.4,864088,Coup de tonnerre : un cadre a décidé de quitter le Real Madrid !,true,2025-12-29,
454,https://www.afriquesports.net/football/drame-dans-le-football-togolais-un-international-face-a-un-handicap-a-vie,drame-dans-le-football-togolais-un-international-face-a-un-handicap-a-vie,fr,football,40,1028,3.89,4.5,862879,Drame dans le football togolais : un international face à un handicap à vie,true,2025-12-30,
455,https://www.afriquesports.net/football/la-sortie-musclee-de-neymar-sur-le-football-africain-enflamme-les-reseaux,la-sortie-musclee-de-neymar-sur-le-football-africain-enflamme-les-reseaux,fr,football,40,1353,2.96,6.1,863821,La sortie musclée de Neymar sur le football africain enflamme les réseaux,true,2025-12-26,
457,https://www.afriquesports.net/afrique/cameroun/quelle-est-la-fortune-de-francis-ngannou,quelle-est-la-fortune-de-francis-ngannou,fr,afrique,39,6851,0.57,9.7,721042,Quelle est la fortune de Francis Ngannou (37 ans) ?,true,2026-01-02,
460,https://www.afriquesports.net/can-2025/le-grand-favori-cest-claude-le-roy-ecarte-le-senegal-a-la-can-2025,le-grand-favori-cest-claude-le-roy-ecarte-le-senegal-a-la-can-2025,fr,can-2025,39,2618,1.49,4.4,871582,"« Le grand favori, c’est… » : Claude Le Roy écarte le Sénégal à la CAN 2025",true,2026-01-02,
461,https://www.afriquesports.net/can-2025/sebastien-desabre-coach-rd-congo-reagit-sans-detour-apres-laffrontement-avec-le-senegal,sebastien-desabre-coach-rd-congo-reagit-sans-detour-apres-laffrontement-avec-le-senegal,fr,can-2025,39,2096,1.86,5.1,871723,Sébastien Desabre (Coach RD Congo) réagit sans détour après l’affrontement avec le Sénégal,true,2026-01-02,
462,https://www.afriquesports.net/classement/uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,fr,classement,39,6837,0.57,10.3,491256,"Uruguay 3e, France 7e, Brésil&#8230; les 10 des Nations les plus titrées de l&rsquo;histoire du foot",true,2026-01-02,
463,https://www.afriquesports.net/europe/benzema-detruit-xabi-alonso-il-ne-peut-rien-faire,benzema-detruit-xabi-alonso-il-ne-peut-rien-faire,fr,europe,39,1456,2.68,2.8,869849,Benzema détruit Xabi Alonso : “Il ne peut rien faire”,true,2025-12-29,
464,https://www.afriquesports.net/europe/le-real-madrid-tient-son-nouveau-cole-palmer,le-real-madrid-tient-son-nouveau-cole-palmer,fr,europe,39,1957,1.99,17.1,854929,Le Real Madrid tient son nouveau Cole Palmer !,true,2025-12-30,
465,https://www.afriquesports.net/europe/necrologie-le-foot-francais-en-deuil-une-star-emblematique-est-decedee,necrologie-le-foot-francais-en-deuil-une-star-emblematique-est-decedee,fr,europe,39,603,6.47,8.7,864023,Nécrologie : le foot français en deuil : une star emblématique est décédée,true,2025-12-31,
466,https://www.afriquesports.net/europe/terrible-nouvelle-le-barca-perd-un-nouveau-cadre-sur-blessure,terrible-nouvelle-le-barca-perd-un-nouveau-cadre-sur-blessure,fr,europe,39,1500,2.60,8.5,863296,Terrible nouvelle : le Barça perd un nouveau cadre sur blessure !,true,2026-01-02,
469,https://www.afriquesports.net/football/le-real-madrid-a-deja-choisi-le-remplacant-de-vinicius-jr,le-real-madrid-a-deja-choisi-le-remplacant-de-vinicius-jr,fr,football,39,3822,1.02,5.9,862556,Le Real Madrid a déjà choisi le remplaçant de Vinicius Jr,true,2026-01-01,
470,https://www.afriquesports.net/football/problemes-avec-gavi-fermin-lopez-regle-ses-coomptes-depuis-que-jai-12-ans,problemes-avec-gavi-fermin-lopez-regle-ses-coomptes-depuis-que-jai-12-ans,fr,football,39,796,4.90,25.3,857747,Problèmes avec Gavi ? Fermín López règle ses coomptes : « Depuis que j’ai 12 ans… »,true,2025-12-30,
471,https://www.afriquesports.net/football/qualifs-mondial-2026-aliou-cisse-se-lache-avant-le-choc-libye-cap-vert,qualifs-mondial-2026-aliou-cisse-se-lache-avant-le-choc-libye-cap-vert,fr,football,39,5537,0.70,9.6,862673,Qualifs Mondial 2026 : Aliou Cissé se lâche avant le choc Libye – Cap-Vert,true,2025-12-26,
473,https://www.afriquesports.net/afrique/officiel-la-caf-tranche-et-devoile-les-affiches-officielles-des-barrages,officiel-la-caf-tranche-et-devoile-les-affiches-officielles-des-barrages,fr,afrique,38,1398,2.72,7.9,863213,OFFICIEL : la CAF tranche et dévoile les affiches officielles des barrages !,true,2026-01-02,
480,https://www.afriquesports.net/article-du-jour/classement-fifa-afrique-le-maroc-grimpe-lalgerie-chute-la-cote-divoire-en-forme,classement-fifa-afrique-le-maroc-grimpe-lalgerie-chute-la-cote-divoire-en-forme,fr,article-du-jour,38,3117,1.22,18.0,859749,"Classement FIFA Afrique : le Maroc grimpe, l’Algérie chute, la Côte d’Ivoire en forme !",true,2026-01-02,
481,https://www.afriquesports.net/can-2025/can-2025-nabil-djellit-balance-ses-verites-apres-le-choc-cameroun-cote-divoire,can-2025-nabil-djellit-balance-ses-verites-apres-le-choc-cameroun-cote-divoire,fr,can-2025,38,2998,1.27,5.1,872002,CAN 2025 : Nabil Djellit balance ses vérités après le choc Cameroun–Côte d’Ivoire,true,2026-01-02,
482,https://www.afriquesports.net/can-2025/can-2025-walid-regragui-se-lache-apres-le-match-face-aux-comores,can-2025-walid-regragui-se-lache-apres-le-match-face-aux-comores,fr,can-2025,38,3399,1.12,5.0,870717,CAN 2025 : Walid Regragui se lâche après le match face aux Comores,true,2026-01-02,
483,https://www.afriquesports.net/can-2025/kolo-toure-surprend-et-fait-des-revelations-choc-sur-le-match-cote-divoire-mozambique,kolo-toure-surprend-et-fait-des-revelations-choc-sur-le-match-cote-divoire-mozambique,fr,can-2025,38,5434,0.70,7.6,870764,Kolo Touré surprend et fait des révélations choc sur le match Côte d’Ivoire – Mozambique,true,2026-01-02,
484,https://www.afriquesports.net/can-2025/nasri-snobe-le-maroc-et-devoile-le-pays-qui-va-remporter-la-can,nasri-snobe-le-maroc-et-devoile-le-pays-qui-va-remporter-la-can,fr,can-2025,38,1772,2.14,7.1,869802,Nasri snobe le Maroc et dévoile le pays qui va remporter la CAN,true,2025-12-31,
486,https://www.afriquesports.net/europe/barca-le-verdict-officiel-est-tombe-pour-lamine-yamal,barca-le-verdict-officiel-est-tombe-pour-lamine-yamal,fr,europe,38,1136,3.35,2.8,862481,Barça : le verdict officiel est tombé pour Lamine Yamal !,true,2026-01-02,
489,https://www.afriquesports.net/football/les-10-footballeurs-de-haut-niveau-qui-ont-grandi-dans-la-pauvrete,les-10-footballeurs-de-haut-niveau-qui-ont-grandi-dans-la-pauvrete,fr,football,38,1980,1.92,16.2,271683,Les 10 footballeurs de haut niveau qui ont grandi dans la pauvreté,true,2026-01-02,
491,https://www.afriquesports.net/afrique/tu-parles-comme-ca-je-te-boxe-samuel-etoo-pete-un-cable-sen-prend-violemment-a-un-supporter,tu-parles-comme-ca-je-te-boxe-samuel-etoo-pete-un-cable-sen-prend-violemment-a-un-supporter,fr,afrique,37,1111,3.33,13.8,863445,"« Tu parles comme ça, je te boxe », Samuel Eto&rsquo;o pète un câble s’en prend violemment à un supporter",true,2026-01-02,
492,https://www.afriquesports.net/article-du-jour/la-caf-fait-une-annonce-inattendue-pour-les-equipes-africaines-concernant-la-coupe-du-monde-2026,la-caf-fait-une-annonce-inattendue-pour-les-equipes-africaines-concernant-la-coupe-du-monde-2026,fr,article-du-jour,37,1968,1.88,10.3,863133,La CAF fait une annonce inattendue pour les équipes africaines concernant la Coupe du monde 2026,true,2026-01-01,
496,https://www.afriquesports.net/europe/france-en-deuil-un-joueur-meurt-subitement-apres-une-crise-cardiaque-dans-le-vestiaire,france-en-deuil-un-joueur-meurt-subitement-apres-une-crise-cardiaque-dans-le-vestiaire,fr,europe,37,2579,1.43,9.8,861599,France en deuil : un joueur meurt subitement après une crise cardiaque dans le vestiaire,true,2025-12-30,
497,https://www.afriquesports.net/football/bayern-inquietante-nouvelle-transformation-physique-de-goretzka-les-fans-sous-le-choc-photo,bayern-inquietante-nouvelle-transformation-physique-de-goretzka-les-fans-sous-le-choc-photo,fr,football,37,2127,1.74,12.5,814405,"Bayern: Inquiétante nouvelle transformation physique de Goretzka, les fans sous le choc (PHOTO)",true,2026-01-02,
498,https://www.afriquesports.net/football/choc-dans-le-football-francais-deces-brutal-dun-entraineur-emblematique,choc-dans-le-football-francais-deces-brutal-dun-entraineur-emblematique,fr,football,37,739,5.01,9.4,867732,Choc dans le football français : décès brutal d’un entraîneur emblématique !,true,2026-01-01,
