rank,url,clicks,post_id
345,https://www.afriquesports.net/football/ce-sont-les-4-joueurs-les-plus-techniques-du-real-courtois-ecarte-benzema-et-vinicius,51,459803
346,https://www.afriquesports.net/football/coupe-du-monde-2026-la-fifa-frappe-fort-avec-une-annonce-inattendue-pour-les-equipes-africaines,51,863941
347,https://www.afriquesports.net/football/real-madrid-barca-larbitre-du-clasico-designe-et-fait-polemique,51,864738
348,https://www.afriquesports.net/football/soudan-rdc-la-fifa-rend-sa-decision-officielle,51,862200
349,https://www.afriquesports.net/football/terrible-nouvelle-adebayor-annonce-un-deces-le-togo-en-deuil,51,858423
351,https://www.afriquesports.net/afrique/terrible-nouvelle-la-caf-annonce-le-deces-de-le-monde-du-football-en-deuil,50,856283
352,https://www.afriquesports.net/ballon-dor/urgent-le-nom-du-vainqueur-du-ballon-dor-aurait-fuite,50,860302
353,https://www.afriquesports.net/can-2025/en-direct-can-2025-burkina-faso-guinee-equatoriale-groupe-e,50,871293
355,https://www.afriquesports.net/europe/un-jeune-joueur-de-19ans-decede-dans-un-accident-de-la-route,50,866028
356,https://www.afriquesports.net/football/bale-9e-salah-6e-drogba-5e-les-10-meilleurs-numeros-11-de-tous-les-temps-en-football,50,574749
357,https://www.afriquesports.net/football/mondial-2026-rd-congo-senegal-la-fifa-prend-sa-decision-et-frappe-fort,50,862668
359,https://www.afriquesports.net/football/sebastien-desabre-craque-et-balance-tout-sur-le-cameroun,50,863570
360,https://www.afriquesports.net/afrique/cameroun-coup-de-tonnerre-le-remplacant-de-marc-brys-est-enfin-trouve,49,868269
362,https://www.afriquesports.net/afrique/scandale-total-plusieurs-lions-indomptables-prets-a-boycotter-la-can-2025,49,869530
364,https://www.afriquesports.net/football/cest-officiel-la-caf-rend-son-verdict-pour-les-barrages-africains-de-la-coupe-du-monde-2026,49,863203
365,https://www.afriquesports.net/football/choc-en-france-un-joueur-decede-dune-crise-cardiaque-dans-le-vestiaire,49,861623
369,https://www.afriquesports.net/can-2025/en-direct-can-2025-afrique-du-sud-vs-angola-groupe-b-suivez-le-match-en-live,48,870888
370,https://www.afriquesports.net/europe/man-city-phil-foden-clot-le-debat-entre-messi-et-ronaldo-cest-lui-le-meilleur,48,539736
371,https://www.afriquesports.net/football/exclusion-disrael-les-stars-ont-tranche,48,861560
372,https://www.afriquesports.net/football/liverpool-real-madrid-le-penalty-rate-de-mbappe-enflamme-la-toile-video,48,834119
373,https://www.afriquesports.net/football/un-jeune-talent-senegalais-en-route-vers-manchester-united,48,862565
375,https://www.afriquesports.net/afrique/marc-brys-dans-la-tourmente-un-grand-nom-du-football-senegalais-balance,47,863806
377,https://www.afriquesports.net/europe/neymar-devoile-le-nom-du-joueur-le-plus-moche-et-il-vient-du-real-madrid,47,854246
378,https://www.afriquesports.net/europe/tragique-nouvelle-un-espoir-espagnol-du-football-decede-a-15-ans,47,864923
380,https://www.afriquesports.net/football/lamine-yamal-dans-la-tourmente-le-barca-confronte-a-un-coup-dur,47,863104
381,https://www.afriquesports.net/football/lannonce-choc-sur-lavenir-de-jurgen-klopp,47,869718
382,https://www.afriquesports.net/football/real-madrid-jude-bellingham-passe-a-la-vitesse-superieur-avec-une-demande-inattendue,47,871486
383,https://www.afriquesports.net/football/video-mbappe-tient-ses-parties-intimes-dans-le-vestiaire-apres-psg-auxerre-la-toile-senflamme,47,544817
384,https://www.afriquesports.net/afrique-sports-tv/cristiano-ronaldo-inscrit-son-953e-but-video,46,866230
386,https://www.afriquesports.net/afrique/incroyable-cristiano-ronaldo-a-des-origines-africaines,46,388716
388,https://www.afriquesports.net/can-2025/caf-une-annonce-inattendue-secoue-la-preparation-de-la-can-2025,46,863359
389,https://www.afriquesports.net/can-2025/can-2025-le-grand-favori-cest-claude-le-roy-zappe-le-senegal-et-choisit-son-favori,46,871683
390,https://www.afriquesports.net/can-2025/la-caf-fait-une-annonce-inattendue-un-pays-quitte,46,870580
392,https://www.afriquesports.net/football/fc-barcelone-lewandowski-met-fin-aux-speculations-sa-decision-est-connue,46,863221
393,https://www.afriquesports.net/football/gabon-deces-tragique-daaron-boupendza-apres-une-chute-du-11e-etage,46,845500
394,https://www.afriquesports.net/football/ghana-les-images-terrifiantes-de-violence-apres-la-defaite-historique-des-black-stars-a-domicile,46,822361
395,https://www.afriquesports.net/football/neymar-se-lache-sur-le-senegal-une-phrase-qui-enflamme-les-reseaux-sociaux,46,863807
397,https://www.afriquesports.net/afrique/tragedie-dans-le-football-un-joueur-decede-apres-avoir-avale-une-piece-de-monnaie-lors-dun-match,45,870932
398,https://www.afriquesports.net/can-2025/can-2025-voici-les-adversaires-que-le-senegal-devra-battre-pour-atteindre-la-finale,45,872238
400,https://www.afriquesports.net/football/le-bayern-munich-en-deuil-un-joueur-de-18-ans-decede-subitement,45,871976
404,https://www.afriquesports.net/football/coup-de-tonnerre-au-real-madrid-un-cadre-sen-va,44,863403
406,https://www.afriquesports.net/afrique/sadio-mane-et-9-autres-stars-africaines-qui-ont-joue-avec-cristiano-ronaldo,43,671802
409,https://www.afriquesports.net/article-du-jour/cristiano-ronaldo-inconsolable-apres-la-mort-de-cette-legende-portugaise,43,841709
410,https://www.afriquesports.net/autres/quelle-est-la-fortune-de-francis-ngannou,43,721042
411,https://www.afriquesports.net/can-2025/can-2025-walid-regragui-balance-tout-apres-la-victoire-du-maroc,43,870749
412,https://www.afriquesports.net/europe/real-madrid-majorque-fuite-de-la-composition-trois-stars-ecartees-par-xabi-alonso,43,857395
413,https://www.afriquesports.net/football/can-2025-la-rdc-touchee-par-un-coup-dur-avant-daffronter-le-botswana,43,872035
415,https://www.afriquesports.net/football/messi-2e-zidane-4e-les-10-joueurs-avec-le-plus-de-points-ballon-dor-dans-lhistoire-ont-ete-reveles,43,301810
416,https://www.afriquesports.net/football/zidane-choisit-lalgerie-choc-ou-surprise-du,43,858003
417,https://www.afriquesports.net/vie-apres-carriere/que-devient-lancien-crack-ibrahima-afellay-lespoir-dechu-du-fc-barcelone,43,516860
419,https://www.afriquesports.net/afrique/cote-divoire-nicolas-pepe-ecarte-une-menace-de-mort-surgit,42,869779
422,https://www.afriquesports.net/ballon-dor/ballon-dor-dembele-sembrouille-une-scene-qui-echappe-aux-cameras,42,860750
423,https://www.afriquesports.net/ballon-dor/ballon-dor-le-verdict-tombe-resultat-surprise-pour-dembele-et-mbappe,42,860471
424,https://www.afriquesports.net/can-2025/can-2025-claude-le-roy-tacle-severement-le-maroc,42,871634
425,https://www.afriquesports.net/can-2025/video-virale-habib-diarra-tourne-un-dessin-anime-pour-la-can,42,871445
428,https://www.afriquesports.net/football/dadjame-au-barca-passant-par-milan-portrait-de-franck-kessie-le-mieux-paye-des-joueurs-ivoiriens-dans-lhistoire,42,674242
429,https://www.afriquesports.net/vie-apres-carriere/ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,42,220877
431,https://www.afriquesports.net/afrique/coupe-du-monde-la-caf-secoue-le-continent-avec-une-annonce-choc,41,863143
435,https://www.afriquesports.net/ballon-dor/urgence-une-fuite-interne-designe-le-laureat-du-ballon-dor-2025,41,860570
436,https://www.afriquesports.net/can-2025/can-2025-la-decision-choc-de-samuel-etoo-envers-les-lions-indomptables-fait-debat,41,870549
437,https://www.afriquesports.net/can-2025/en-direct-benin-senegal-botswana-rd-congo,41,872072
439,https://www.afriquesports.net/europe/la-femme-de-diogo-jota-identifie-le-corps-des-images-insoutenables-a-la-morgue-video,41,852455
441,https://www.afriquesports.net/europe/rodrygo-la-decision-qui-change-tout-au-real-madrid,41,857468
442,https://www.afriquesports.net/football/cest-fait-le-real-madrid-se-projette-enfin-sur-la-pepite-tant-attendue-par-xabi-alonso,41,863555
444,https://www.afriquesports.net/football/hansi-flick-tranche-et-prend-une-decision-radicale-avec-le-fc-barcelone,41,863859
448,https://www.afriquesports.net/afrique/can-2025-changement-inattendu-sur-la-publication-de-la-liste-des-lions,40,868945
449,https://www.afriquesports.net/afrique/can-2025-la-caf-a-tranche-la-guinee-est-officiellement,40,861017
450,https://www.afriquesports.net/ballon-dor/ballon-dor-a-quelques-heures-de-la-ceremonie-un-scandale-est-revele,40,860438
451,https://www.afriquesports.net/europe/coup-de-tonnerre-un-cadre-a-decide-de-quitter-le-real-madrid,40,864088
454,https://www.afriquesports.net/football/drame-dans-le-football-togolais-un-international-face-a-un-handicap-a-vie,40,862879
455,https://www.afriquesports.net/football/la-sortie-musclee-de-neymar-sur-le-football-africain-enflamme-les-reseaux,40,863821
460,https://www.afriquesports.net/can-2025/le-grand-favori-cest-claude-le-roy-ecarte-le-senegal-a-la-can-2025,39,871582
461,https://www.afriquesports.net/can-2025/sebastien-desabre-coach-rd-congo-reagit-sans-detour-apres-laffrontement-avec-le-senegal,39,871723
462,https://www.afriquesports.net/classement/uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,39,491256
463,https://www.afriquesports.net/europe/benzema-detruit-xabi-alonso-il-ne-peut-rien-faire,39,869849
464,https://www.afriquesports.net/europe/le-real-madrid-tient-son-nouveau-cole-palmer,39,854929
465,https://www.afriquesports.net/europe/necrologie-le-foot-francais-en-deuil-une-star-emblematique-est-decedee,39,864023
466,https://www.afriquesports.net/europe/terrible-nouvelle-le-barca-perd-un-nouveau-cadre-sur-blessure,39,863296
469,https://www.afriquesports.net/football/le-real-madrid-a-deja-choisi-le-remplacant-de-vinicius-jr,39,862556
470,https://www.afriquesports.net/football/problemes-avec-gavi-fermin-lopez-regle-ses-coomptes-depuis-que-jai-12-ans,39,857747
471,https://www.afriquesports.net/football/qualifs-mondial-2026-aliou-cisse-se-lache-avant-le-choc-libye-cap-vert,39,862673
473,https://www.afriquesports.net/afrique/officiel-la-caf-tranche-et-devoile-les-affiches-officielles-des-barrages,38,863213
480,https://www.afriquesports.net/article-du-jour/classement-fifa-afrique-le-maroc-grimpe-lalgerie-chute-la-cote-divoire-en-forme,38,859749
481,https://www.afriquesports.net/can-2025/can-2025-nabil-djellit-balance-ses-verites-apres-le-choc-cameroun-cote-divoire,38,872002
482,https://www.afriquesports.net/can-2025/can-2025-walid-regragui-se-lache-apres-le-match-face-aux-comores,38,870717
483,https://www.afriquesports.net/can-2025/kolo-toure-surprend-et-fait-des-revelations-choc-sur-le-match-cote-divoire-mozambique,38,870764
484,https://www.afriquesports.net/can-2025/nasri-snobe-le-maroc-et-devoile-le-pays-qui-va-remporter-la-can,38,869802
486,https://www.afriquesports.net/europe/barca-le-verdict-officiel-est-tombe-pour-lamine-yamal,38,862481
489,https://www.afriquesports.net/football/les-10-footballeurs-de-haut-niveau-qui-ont-grandi-dans-la-pauvrete,38,271683
491,https://www.afriquesports.net/afrique/tu-parles-comme-ca-je-te-boxe-samuel-etoo-pete-un-cable-sen-prend-violemment-a-un-supporter,37,863445
492,https://www.afriquesports.net/article-du-jour/la-caf-fait-une-annonce-inattendue-pour-les-equipes-africaines-concernant-la-coupe-du-monde-2026,37,863133
496,https://www.afriquesports.net/europe/france-en-deuil-un-joueur-meurt-subitement-apres-une-crise-cardiaque-dans-le-vestiaire,37,861599
497,https://www.afriquesports.net/football/bayern-inquietante-nouvelle-transformation-physique-de-goretzka-les-fans-sous-le-choc-photo,37,814405
498,https://www.afriquesports.net/football/choc-dans-le-football-francais-deces-brutal-dun-entraineur-emblematique,37,867732
